,ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS
21,55,4,16,SMD_2,4532,4865,333,AOI_0,4865,4972,107,SS_1,5074,5374,300,CC_1,5607,5786,179,919,4867,0,0
22,86,4,1,SMD_4,1983,2080,97,AOI_3,2135,2248,113,SS_3,2248,2311,63,0,0,0,0,273,2038,0,0
23,87,4,28,SMD_2,881,928,47,AOI_4,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_0,2326,3151,825,AOI_0,3151,3541,390,SS_2,3541,4957,1416,0,0,0,0,2631,2326,0,1
25,116,4,5,SMD_1,1832,2073,241,AOI_2,2134,2440,306,SS_1,2440,2594,154,CC_1,2654,2702,48,749,1953,0,0
26,137,4,30,SMD_3,3566,4474,908,AOI_1,4551,4607,56,SS_1,4607,5074,467,CC_1,5464,5607,143,1574,4033,0,2
27,145,4,13,SMD_4,2336,2408,72,AOI_3,2408,2462,54,SS_2,2462,2545,83,0,0,0,0,209,2336,0,0
28,5,5,2,SMD_2,5847,5966,119,AOI_4,5966,6423,457,SS_1,6423,6503,80,CC_0,6778,6832,54,710,6122,0,0
29,7,5,11,SMD_4,5946,6892,946,AOI_1,6892,7049,157,SS_1,7049,7321,272,CC_1,7501,7674,173,1548,6126,0,0
30,17,5,11,SMD_4,5529,5946,417,AOI_1,5946,6220,274,SS_3,6225,6447,222,CC_1,6814,6979,165,1078,5901,0,0
31,54,5,10,SMD_3,4474,5347,873,AOI_3,5347,5782,435,SS_0,5829,6603,774,0,0,0,0,2082,4521,0,0
32,80,5,23,SMD_0,4922,5312,390,AOI_1,5312,5507,195,SS_1,5736,5901,165,CC_0,6001,6126,125,875,5251,0,0
33,94,5,19,SMD_2,1936,1999,63,AOI_3,1999,2135,136,SS_1,2135,2335,200,0,0,0,0,399,1936,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,553,28,199,354,0,0
35,144,5,22,SMD_1,5170,5431,261,AOI_4,5488,5535,47,SS_2,5742,5833,91,CC_0,5912,6001,89,488,5513,0,0
36,1,6,36,SMD_0,8966,9055,89,AOI_0,9069,9110,41,SS_4,9110,9388,278,CC_1,9452,9499,47,455,9044,364,1
37,16,6,24,SMD_1,7077,7449,372,AOI_4,7449,7550,101,SS_0,7550,7679,129,CC_1,8014,8878,864,1466,7412,0,1
38,19,6,1,SMD_3,5347,6075,728,AOI_0,6075,6952,877,0,0,0,0,CC_1,6979,7208,229,1834,5374,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_1,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_0,5312,5427,115,AOI_4,5427,5488,61,SS_2,5833,5966,133,CC_1,6002,6056,54,363,5693,0,0
42,96,6,29,SMD_2,7737,9220,1483,AOI_2,9324,9409,85,SS_1,9519,9799,280,CC_1,9799,10006,207,2055,7951,871,1
43,103,6,35,SMD_3,7766,8784,1018,AOI_0,8784,9069,285,SS_1,9069,9519,450,CC_0,9519,9572,53,1806,7766,437,1
44,35,7,35,SMD_3,8784,9145,361,AOI_0,9145,9365,220,SS_4,9388,9603,215,0,0,0,0,796,8807,0,0
45,61,7,13,SMD_4,2408,3279,871,AOI_3,3279,4872,1593,SS_2,4957,5742,785,CC_0,6126,6778,652,3901,2877,0,1
46,74,7,26,SMD_2,9500,10528,1028,AOI_1,10543,11415,872,SS_4,11421,12200,779,0,0,0,0,2679,9521,1760,0
47,105,7,9,SMD_2,6942,7737,795,AOI_1,7737,8883,1146,0,0,0,0,0,0,0,0,1941,6942,0,1
48,128,7,20,SMD_4,189,838,649,AOI_1,838,1006,168,SS_2,1006,1138,132,CC_1,1138,1355,217,1166,189,0,0
49,130,7,33,SMD_0,9055,9394,339,AOI_2,9409,9601,192,SS_4,9603,9723,120,CC_1,9723,9768,45,696,9072,0,0
50,146,7,7,SMD_2,9320,9500,180,AOI_0,9500,9926,426,SS_3,10051,10178,127,CC_1,10284,10491,207,940,9551,51,0
51,152,7,12,SMD_4,8966,9928,962,AOI_0,9928,10853,925,SS_2,10853,11606,753,CC_1,11723,12016,293,2933,9083,1576,0
52,21,8,6,SMD_4,9928,10090,162,AOI_1,10090,10258,168,0,0,0,0,CC_0,10258,10317,59,389,9928,0,0
53,30,8,26,SMD_2,10528,10701,173,AOI_2,10740,10944,204,SS_3,10944,11146,202,CC_0,11221,11281,60,639,10642,0,0
54,33,8,6,SMD_4,10090,10441,351,AOI_2,10441,10740,299,SS_3,10740,10931,191,CC_1,10931,11068,137,978,10090,0,0
55,41,8,36,SMD_3,9840,9988,148,AOI_1,9988,10046,58,SS_4,10065,10160,95,CC_1,10491,10534,43,344,10190,0,0
56,120,8,4,SMD_4,11129,11273,144,AOI_2,11273,11341,68,SS_3,11341,11594,253,0,0,0,0,465,11129,0,0
57,122,8,31,SMD_1,9042,9791,749,AOI_2,9791,10377,586,SS_0,10429,11245,816,CC_0,11281,11458,177,2328,9130,0,0
58,133,8,24,SMD_1,7449,9042,1593,AOI_4,9042,9345,303,SS_4,9723,10065,342,CC_0,10065,10199,134,2372,7827,0,1
59,158,8,15,SMD_3,10118,10243,125,AOI_3,10243,10440,197,0,0,0,0,CC_0,10440,10509,69,391,10118,0,0
60,160,8,6,SMD_4,10441,10680,239,AOI_3,10698,10874,176,SS_1,10874,10961,87,0,0,0,0,502,10459,0,0
61,3,9,39,SMD_0,3151,4817,1666,AOI_2,4824,5654,830,0,0,0,0,0,0,0,0,2496,3158,0,1
62,14,9,35,SMD_3,9145,9338,193,AOI_4,9345,9413,68,SS_1,9799,10107,308,0,0,0,0,569,9538,0,0
63,18,9,22,SMD_1,5431,6354,923,AOI_2,6354,7197,843,SS_2,7197,7811,614,CC_1,8925,9218,293,2673,6545,0,0
64,34,9,13,SMD_4,3279,3355,76,AOI_0,3541,3587,46,SS_3,3587,3664,77,CC_0,3664,3704,40,239,3465,0,0
65,36,9,11,SMD_4,6892,7463,571,AOI_4,7550,8712,1162,0,0,0,0,CC_1,8878,8925,47,1780,7145,0,1
66,44,9,1,SMD_3,6075,7054,979,AOI_0,7054,8763,1709,SS_2,8763,9825,1062,CC_1,10006,10284,278,4028,6256,0,2
67,53,9,4,SMD_4,11273,11363,90,AOI_4,11363,11581,218,0,0,0,0,CC_1,12016,12172,156,464,11708,0,0
68,62,9,33,SMD_0,9394,10346,952,AOI_4,10346,11296,950,SS_0,11296,12035,739,CC_0,12035,13150,1115,3756,9394,100,1
69,85,9,19,SMD_2,1999,2894,895,AOI_1,2894,4551,1657,SS_0,4551,5829,1278,0,0,0,0,3830,1999,0,2
70,89,9,8,SMD_3,10493,10586,93,AOI_3,10646,10698,52,SS_2,10698,10762,64,CC_1,10824,10872,48,257,10615,0,0
71,97,9,27,SMD_0,5427,6296,869,AOI_1,6296,6647,351,SS_0,6647,7399,752,CC_0,7399,7638,239,2211,5427,0,0
72,99,9,2,SMD_2,5966,6029,63,AOI_3,6029,6273,244,SS_2,6276,6478,202,0,0,0,0,509,5969,0,0
73,119,9,26,SMD_2,10701,11054,353,AOI_0,11054,11231,177,SS_1,11231,11537,306,CC_1,11563,11723,160,996,10727,0,0
74,129,9,39,SMD_0,4817,4922,105,AOI_1,4922,4990,68,SS_4,5312,5364,52,CC_1,5786,5832,46,271,5561,0,0
75,150,9,22,SMD_1,6354,7077,723,AOI_1,7077,7653,576,SS_1,7653,9064,1411,CC_1,9218,9273,55,2765,6508,0,1
76,20,10,20,SMD_4,838,882,44,AOI_3,882,939,57,0,0,0,0,CC_0,939,989,50,151,838,0,0
77,26,10,25,SMD_3,11909,12162,253,AOI_0,12162,13664,1502,SS_3,13664,13849,185,CC_1,13876,13946,70,2010,11936,0,1
78,43,10,16,SMD_2,4865,5739,874,AOI_2,5739,6176,437,SS_2,6187,6276,89,CC_1,7208,7358,150,1550,5808,0,0
79,52,10,33,SMD_0,10346,11235,889,AOI_0,11235,12064,829,SS_3,12080,13505,1425,CC_1,13946,14161,215,3358,10803,0,1
80,71,10,27,SMD_0,6296,7300,1004,AOI_2,7300,7675,375,SS_3,7675,9185,1510,0,0,0,0,2889,6296,0,1
81,109,10,37,SMD_1,475,1159,684,AOI_3,1159,1282,123,SS_1,1282,1661,379,CC_0,1776,1872,96,1282,590,0,0
82,111,10,28,SMD_2,982,1259,277,AOI_0,1259,1490,231,SS_3,1490,1609,119,CC_1,1609,1682,73,700,982,0,0
83,113,10,3,SMD_3,11405,11845,440,AOI_2,11845,12814,969,0,0,0,0,0,0,0,0,1409,11405,0,1
84,121,10,3,SMD_3,11845,11909,64,AOI_4,11909,12145,236,SS_4,12200,12306,106,CC_1,12319,12394,75,481,11913,0,0
85,69,11,9,SMD_0,11379,12827,1448,AOI_2,12827,13305,478,SS_0,13305,14088,783,CC_1,14161,14364,203,2912,11452,0,1
86,4,11,11,SMD_4,7463,8966,1503,AOI_1,8966,9972,1006,SS_1,10107,10618,511,CC_1,10618,10824,206,3226,7598,0,1
87,25,11,24,SMD_1,13255,13413,158,AOI_1,13420,13997,577,0,0,0,0,CC_0,13997,14065,68,803,13262,0,0
88,31,11,11,SMD_1,11358,11457,99,AOI_4,11581,11630,49,0,0,0,0,CC_1,12172,12319,147,295,12024,0,0
89,51,11,32,SMD_3,2051,2484,433,AOI_0,2484,3050,566,SS_1,3050,3594,544,0,0,0,0,1543,2051,0,0
90,70,11,36,SMD_3,9988,10118,130,AOI_3,10118,10218,100,SS_0,10248,10429,181,0,0,0,0,411,10018,0,0
91,101,11,16,SMD_1,13627,14028,401,AOI_2,14221,14315,94,SS_2,14315,14623,308,0,0,0,0,803,13820,0,0
92,112,11,33,SMD_0,11235,11285,50,AOI_4,11296,11344,48,SS_4,11344,11421,77,CC_1,11421,11563,142,317,11246,0,0
93,117,11,31,SMD_1,9791,10439,648,AOI_1,10439,10543,104,SS_3,10543,10720,177,CC_0,10990,11058,68,997,10061,0,0
94,135,11,19,SMD_2,2894,4532,1638,AOI_1,4607,4899,292,0,0,0,0,CC_0,4899,5288,389,2319,2969,0,2
95,147,11,9,SMD_0,12827,13078,251,AOI_4,13078,14583,1505,SS_0,14583,14910,327,0,0,0,0,2083,12827,0,1
96,59,12,27,SMD_0,7300,8966,1666,AOI_3,8966,9793,827,SS_2,9825,10598,773,CC_0,10598,10990,392,3658,7332,0,1
97,42,12,20,SMD_4,11541,12312,771,AOI_3,12312,13966,1654,SS_1,13966,14623,657,CC_0,14623,14670,47,3129,11541,0,1
98,45,12,35,SMD_3,9338,9607,269,AOI_2,9607,9771,164,SS_4,10160,10816,656,CC_0,11058,11221,163,1252,9969,0,0
99,104,12,18,SMD_2,11093,11499,406,AOI_2,11599,11744,145,SS_3,11744,12080,336,CC_0,13150,13208,58,945,12263,0,0
100,114,12,5,SMD_1,2073,2982,909,AOI_2,2982,4824,1842,SS_4,5364,6088,724,CC_1,6088,6620,532,4007,2613,0,1
101,22,13,24,SMD_1,13413,13535,122,AOI_0,13664,13829,165,SS_4,13829,14371,542,CC_0,14371,14490,119,948,13542,0,0
102,47,13,7,SMD_3,14019,14156,137,AOI_2,14315,14358,43,0,0,0,0,0,0,0,0,180,14178,0,0
103,56,13,1,SMD_3,7054,7174,120,AOI_4,7174,7298,124,SS_3,7298,7357,59,CC_1,7358,7501,143,446,7055,0,0
104,58,13,14,SMD_1,1654,1832,178,AOI_3,1832,1878,46,SS_0,1878,2044,166,CC_1,2044,2101,57,447,1654,0,0
105,92,13,35,SMD_3,9607,9840,233,AOI_3,9840,10103,263,SS_3,10178,10289,111,0,0,0,0,607,9682,0,0
106,141,13,40,SMD_4,13781,14430,649,AOI_4,14583,14845,262,0,0,0,0,0,0,0,0,911,13934,0,0
107,149,13,11,SMD_1,11457,11639,182,AOI_4,11683,11828,145,SS_2,11828,13133,1305,CC_0,13208,13250,42,1674,11576,0,1
108,91,14,6,SMD_4,10680,11129,449,AOI_3,11129,11915,786,SS_0,12035,13277,1242,CC_1,13277,13876,599,3076,10800,0,2
109,2,14,5,SMD_1,4320,5170,850,AOI_0,5170,6049,879,SS_4,6088,6756,668,CC_1,7674,8014,340,2737,5277,0,0
110,10,14,36,SMD_4,14578,14778,200,AOI_0,14778,14860,82,SS_1,14860,15206,346,CC_1,15207,15418,211,839,14579,0,0
111,11,14,21,SMD_0,14987,15924,937,AOI_1,16051,17467,1416,SS_0,17467,18098,631,CC_0,18166,18320,154,3138,15182,0,1
112,27,14,40,SMD_4,14430,14578,148,AOI_3,14614,14670,56,SS_1,14670,14857,187,0,0,0,0,391,14466,0,0
113,39,14,32,SMD_3,2484,3324,840,AOI_4,3324,5030,1706,SS_1,5374,5736,362,CC_0,5736,5912,176,3084,2828,0,1
114,48,14,16,SMD_2,5739,5847,108,AOI_3,5847,6011,164,SS_2,6011,6187,176,0,0,0,0,448,5739,0,0
115,60,14,6,SMD_1,14292,14937,645,AOI_0,14937,15883,946,SS_0,15883,17340,1457,CC_1,17603,17923,320,3368,14555,0,1
116,64,14,1,SMD_3,7174,7766,592,AOI_2,7766,9324,1558,SS_3,9324,10051,727,0,0,0,0,2877,7174,0,1
117,102,14,18,SMD_2,11499,13225,1726,AOI_1,13225,13420,195,SS_2,13420,14090,670,0,0,0,0,2591,11499,0,1
118,148,14,9,SMD_0,13078,13996,918,AOI_1,13997,15008,1011,SS_0,15008,15819,811,0,0,0,0,2740,13079,0,0
119,9,15,25,SMD_3,12162,13556,1394,AOI_0,13829,14693,864,SS_2,14693,15456,763,CC_1,15562,16191,629,3650,12541,0,1
120,65,15,7,SMD_3,14156,15090,934,AOI_1,15090,16051,961,SS_1,16051,17583,1532,CC_1,17923,18035,112,3539,14496,0,1
121,88,15,15,SMD_3,10243,10309,66,AOI_1,10309,10364,55,SS_3,10444,10532,88,0,0,0,0,209,10323,0,0
122,127,15,30,SMD_3,15090,15462,372,AOI_4,15462,16390,928,0,0,0,0,CC_0,16390,16474,84,1384,15090,0,0
123,132,15,8,SMD_3,10586,11405,819,AOI_1,11415,13176,1761,SS_1,13176,13915,739,CC_1,14412,14963,551,3870,11093,0,1
124,139,15,9,SMD_0,13996,14987,991,AOI_2,14987,15044,57,SS_3,15044,15842,798,CC_1,16191,16380,189,2035,14345,0,0
125,151,15,18,SMD_2,13225,13275,50,AOI_2,13305,13346,41,SS_2,13346,13396,50,CC_1,14364,14412,48,189,14223,0,0
126,159,15,12,SMD_3,15717,17448,1731,AOI_0,17448,18123,675,SS_0,18123,18509,386,0,0,0,0,2792,15717,0,1
127,38,16,6,SMD_1,14937,15199,262,AOI_3,15199,15680,481,SS_1,15680,15791,111,CC_1,16380,16462,82,936,15526,0,0
128,40,16,24,SMD_1,13535,13627,92,AOI_3,13966,14028,62,SS_3,14028,14089,61,CC_1,14963,15012,49,264,14748,0,0
129,63,16,20,SMD_4,12312,13297,985,AOI_2,13346,14012,666,0,0,0,0,0,0,0,0,1651,12361,0,1
130,73,16,29,SMD_2,9220,9320,100,AOI_0,9365,9425,60,SS_3,10289,10444,155,0,0,0,0,315,10129,0,0
131,77,16,26,SMD_2,11054,11093,39,AOI_2,11093,11142,49,SS_1,11142,11184,42,CC_1,11184,11231,47,177,11054,0,0
132,79,16,18,SMD_2,13275,14233,958,AOI_3,14334,14614,280,SS_4,14614,15267,653,CC_1,15418,15562,144,2035,13527,0,0
133,100,16,18,SMD_2,14233,15140,907,AOI_2,15140,16754,1614,SS_3,16754,17856,1102,CC_1,18035,18108,73,3696,14412,0,2
134,24,17,15,SMD_3,10309,10441,132,AOI_3,10441,10646,205,SS_1,10646,10863,217,CC_0,11458,11498,40,594,10904,0,0
135,28,17,17,SMD_2,15140,15821,681,AOI_0,16155,16316,161,SS_3,16316,16734,418,0,0,0,0,1260,15474,0,0
136,46,17,20,SMD_4,13297,13684,387,AOI_2,14012,14221,209,SS_0,14221,14563,342,CC_1,15012,15207,195,1133,14074,0,0
137,50,17,30,SMD_3,15462,15717,255,AOI_0,15883,16155,272,SS_2,16155,17648,1493,0,0,0,0,2020,15628,0,1
138,67,17,16,SMD_1,14028,14292,264,AOI_2,14358,14661,303,0,0,0,0,CC_0,14670,14760,90,657,14103,0,0
139,68,17,5,SMD_1,2982,4320,1338,AOI_0,4409,4668,259,SS_3,4668,5449,781,CC_1,5832,6002,170,2548,3454,0,2
140,108,17,13,SMD_4,3355,3467,112,AOI_0,4668,4727,59,SS_4,4727,5312,585,0,0,0,0,756,4556,0,1
141,123,17,25,SMD_3,13556,14019,463,AOI_3,14028,14334,306,SS_3,14334,14661,327,0,0,0,0,1096,13565,0,0
142,134,17,3,SMD_4,15674,16312,638,AOI_0,16316,16552,236,SS_4,16552,17752,1200,CC_0,17752,18166,414,2488,15678,0,2
143,136,17,17,SMD_2,15821,15890,69,AOI_4,16390,16448,58,SS_4,16448,16494,46,CC_1,16606,16649,43,216,16433,0,0
144,143,17,17,SMD_2,15890,15952,62,AOI_4,16448,16499,51,SS_4,16499,16542,43,CC_0,16542,16592,50,206,16386,0,0
145,82,18,13,SMD_4,3467,4553,1086,AOI_0,4727,4825,98,SS_3,5449,6225,776,CC_1,9273,9452,179,2139,7313,0,1
146,124,18,21,SMD_0,16000,16063,63,AOI_0,16552,17397,845,SS_0,17397,17452,55,CC_1,18108,18260,152,1115,17145,0,1
147,126,18,6,SMD_1,15199,15871,672,AOI_4,16499,18088,1589,SS_2,18088,18819,731,CC_1,18819,19088,269,3261,15827,0,1
148,138,18,12,SMD_3,17448,18287,839,AOI_0,18287,18881,594,SS_0,18881,19593,712,CC_1,19593,19757,164,2309,17448,0,0
149,142,18,33,SMD_0,11285,11379,94,AOI_4,11630,11683,53,SS_2,11683,11803,120,CC_1,12394,12531,137,404,12127,0,0
150,153,18,3,SMD_4,16312,17590,1278,AOI_1,17590,17799,209,SS_1,17799,18214,415,CC_1,18260,18361,101,2003,16358,0,1
151,156,18,15,SMD_3,10441,10493,52,AOI_0,10853,10908,55,SS_4,10908,10958,50,0,0,0,0,157,10801,0,0
152,157,18,20,SMD_4,882,984,102,AOI_4,1003,1070,67,SS_4,1070,1237,167,0,0,0,0,336,901,0,0
153,8,19,36,SMD_4,14778,15674,896,AOI_3,15680,16660,980,0,0,0,0,CC_1,16660,17603,943,2819,14784,0,1
154,57,19,28,SMD_2,1259,1425,166,AOI_3,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_4,13684,13781,97,AOI_2,14661,14729,68,SS_3,14729,14784,55,CC_1,16462,16606,144,364,16242,0,0
156,76,19,2,SMD_2,6029,6942,913,AOI_3,6942,8761,1819,SS_0,8761,10248,1487,0,0,0,0,4219,6029,0,2
157,83,19,4,SMD_4,11363,11541,178,AOI_2,11744,11824,80,0,0,0,0,CC_1,12531,12699,168,426,12273,0,0
158,140,19,31,SMD_1,10439,11358,919,AOI_2,11358,11599,241,SS_1,11599,13060,1461,CC_0,13250,13899,649,3270,10629,0,1
159,155,19,11,SMD_1,11639,13255,1616,AOI_3,14670,14926,256,0,0,0,0,0,0,0,0,1872,13054,0,1
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_1,1155,1457,302,SS_2,1457,2127,670,CC_0,2243,2441,198,1923,518,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_2,1749,2079,330,AOI_0,2079,2405,326,SS_0,2405,2662,257,CC_0,2662,2706,44,957,1749,0,0
8,49,2,39,SMD_2,2079,2597,518,AOI_1,2597,2689,92,SS_3,2689,2812,123,CC_0,2812,2888,76,809,2079,0,0
9,66,2,19,SMD_2,1425,1686,261,AOI_3,1686,1974,288,SS_0,1974,2131,157,CC_1,2131,2263,132,838,1425,0,0
10,84,2,33,SMD_4,1936,2044,108,AOI_3,2044,2139,95,SS_0,2139,2269,130,0,0,0,0,333,1936,0,0
11,93,2,28,SMD_2,723,881,158,AOI_1,881,1058,177,SS_2,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_1,1159,1301,142,AOI_3,1301,1342,41,0,0,0,0,CC_1,1342,1492,150,333,1159,0,0
13,125,2,31,SMD_4,233,1232,999,AOI_0,1232,2075,843,0,0,0,0,0,0,0,0,1842,233,0,0
14,154,2,39,SMD_3,1056,1379,323,AOI_3,1379,1637,258,SS_0,1637,1965,328,0,0,0,0,909,1056,0,0
15,37,3,14,SMD_4,2624,3119,495,AOI_3,3119,3374,255,SS_4,3374,3580,206,CC_0,3580,4305,725,1681,2624,0,1
16,98,3,3,SMD_1,1301,1543,242,AOI_1,1550,1723,173,0,0,0,0,CC_1,1723,1972,249,664,1308,0,0
17,110,3,13,SMD_1,2002,2116,114,AOI_4,2123,2166,43,SS_1,2166,2214,48,CC_1,2263,2309,46,251,2058,0,0
18,118,3,32,SMD_3,1379,2374,995,AOI_2,2374,3282,908,SS_0,3282,4850,1568,CC_1,4850,5752,902,4373,1379,532,1
19,13,4,20,SMD_1,4346,5322,976,AOI_4,5322,5665,343,SS_1,5665,6109,444,CC_1,6312,6506,194,1957,4549,0,0
20,15,4,33,SMD_4,2044,2186,142,AOI_3,2186,2226,40,0,0,0,0,CC_1,2309,2460,151,333,2127,0,0
21,55,4,16,SMD_3,4370,4703,333,AOI_1,4703,4810,107,SS_0,4850,5150,300,CC_1,6038,6312,274,1014,5298,0,0
22,86,4,1,SMD_3,4703,4800,97,AOI_2,4800,4913,113,SS_4,4931,4994,63,0,0,0,0,273,4721,0,0
23,87,4,28,SMD_2,881,928,47,AOI_2,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_2,2597,3422,825,AOI_0,3422,4465,1043,SS_2,4465,5825,1360,0,0,0,0,3228,2597,0,2
25,116,4,5,SMD_4,3297,4285,988,AOI_4,4285,5237,952,SS_0,5237,5391,154,CC_1,5895,6038,143,2237,3801,0,2
26,137,4,30,SMD_1,4192,4346,154,AOI_2,4464,4520,56,SS_4,4520,4931,411,CC_1,5752,5895,143,764,5131,0,1
27,145,4,13,SMD_1,2116,2188,72,AOI_4,2188,2242,54,SS_2,2242,2325,83,0,0,0,0,209,2116,0,0
28,5,5,2,SMD_2,5266,5385,119,AOI_0,5422,5879,457,SS_0,5879,5959,80,CC_0,6100,6154,54,710,5444,0,0
29,7,5,11,SMD_0,5585,6531,946,AOI_4,6652,6809,157,SS_4,6809,7081,272,CC_1,7164,7337,173,1548,5789,0,0
30,17,5,11,SMD_0,5168,5585,417,AOI_4,5665,5939,274,SS_2,5939,6161,222,CC_1,6506,6671,165,1078,5593,0,0
31,54,5,10,SMD_4,5194,6067,873,AOI_3,6096,6531,435,SS_0,6531,7305,774,0,0,0,0,2082,5223,0,0
32,80,5,23,SMD_4,6067,6457,390,AOI_4,6457,6652,195,SS_1,6652,6817,165,CC_0,6817,6942,125,875,6067,0,0
33,94,5,19,SMD_2,1686,1749,63,AOI_1,1749,1885,136,SS_3,1885,2085,200,0,0,0,0,399,1686,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,578,53,224,354,0,0
35,144,5,22,SMD_2,6361,6622,261,AOI_0,6756,6803,47,SS_3,6803,6894,91,CC_0,6942,7031,89,488,6543,0,0
36,1,6,36,SMD_3,6462,6551,89,AOI_4,6910,6951,41,SS_2,6951,7015,64,CC_1,7022,7164,142,336,6828,0,0
37,16,6,24,SMD_1,6279,6651,372,AOI_4,6809,6910,101,SS_1,6910,7039,129,CC_1,7337,7480,143,745,6735,0,0
38,19,6,1,SMD_3,4800,5483,683,AOI_0,5879,6756,877,0,0,0,0,CC_1,6793,7022,229,1789,5233,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_2,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_1,7566,7681,115,AOI_3,7681,7742,61,SS_0,7742,7875,133,CC_1,9107,9256,149,458,8798,121,0
42,96,6,29,SMD_0,7102,7826,724,AOI_1,7869,7954,85,SS_0,7954,8936,982,CC_1,9256,9368,112,1903,7465,233,1
43,103,6,35,SMD_4,6457,6746,289,AOI_0,6803,7088,285,SS_1,7088,7538,450,CC_0,7538,7591,53,1077,6514,0,0
44,35,7,35,SMD_4,6746,7107,361,AOI_2,7107,7327,220,SS_0,7327,7542,215,0,0,0,0,796,6746,0,0
45,61,7,13,SMD_1,2188,3059,871,AOI_1,3059,4597,1538,SS_3,4663,5448,785,CC_0,5448,6100,652,3846,2254,0,1
46,74,7,26,SMD_3,6654,7682,1028,AOI_4,7682,9268,1586,SS_1,9268,10047,779,0,0,0,0,3393,6654,0,1
47,105,7,9,SMD_4,7802,9228,1426,AOI_2,9228,9680,452,0,0,0,0,0,0,0,0,1878,7802,0,1
48,128,7,20,SMD_1,5322,5971,649,AOI_1,6125,6293,168,SS_4,6293,6425,132,CC_1,6671,6793,122,1071,5722,0,0
49,130,7,33,SMD_4,2186,2480,294,AOI_0,2480,2672,192,SS_0,2672,2792,120,CC_1,2835,2975,140,746,2229,0,0
50,146,7,7,SMD_2,8914,9094,180,AOI_0,9094,9520,426,SS_0,9603,9730,127,CC_1,9859,10066,207,940,9126,0,0
51,152,7,12,SMD_3,8631,9593,962,AOI_0,9593,10518,925,SS_1,10518,11271,753,CC_1,11508,11801,293,2933,8868,1361,0
52,21,8,6,SMD_2,9094,9256,162,AOI_3,9256,9424,168,0,0,0,0,CC_0,9424,9483,59,389,9094,0,0
53,30,8,26,SMD_3,7682,8631,949,AOI_2,8631,8835,204,SS_4,8835,9621,786,CC_0,9621,9681,60,1999,7682,0,2
54,33,8,6,SMD_2,9256,9607,351,AOI_1,9607,9906,299,SS_0,9906,10097,191,CC_1,10359,10401,42,883,9518,0,0
55,41,8,36,SMD_3,6551,6654,103,AOI_2,6945,7003,58,SS_3,7003,7098,95,CC_1,7480,7523,43,299,7224,0,0
56,120,8,4,SMD_2,9846,9990,144,AOI_4,9990,10058,68,SS_1,10058,10311,253,0,0,0,0,465,9846,0,0
57,122,8,31,SMD_4,1232,1936,704,AOI_1,1936,2522,586,SS_1,2522,3338,816,CC_0,3338,3515,177,2283,1232,0,0
58,133,8,24,SMD_1,6651,7566,915,AOI_1,7566,7869,303,SS_1,7869,8869,1000,CC_0,8869,9226,357,2575,6651,0,2
59,158,8,15,SMD_2,10258,10383,125,AOI_1,10427,10624,197,0,0,0,0,CC_0,10625,10694,69,391,10303,0,0
60,160,8,6,SMD_2,9607,9846,239,AOI_2,9846,10022,176,SS_2,10022,10109,87,0,0,0,0,502,9607,0,0
